sku,name,name_ev,unit,category,store_id,price,sysPrice,dicountPercent,date_begin,date_end,url,image,promotion,crawled_at
314539,Sườn heo nhập khẩu Đức túi 1kg,Germany imported pork ribs 1kg bag,Túi,Fresh Meat,6817190008501df0f1637f2a,99000,150000,34,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-heo/suon-non-heo-nhap-khau-dong-lanh-300g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8781/314539/bhx/314539_202505021913320587.jpg,,2025-05-06T19:05:49.496442
310966,Thịt ba rọi heo rừng lai 250g,Hybrid wild boar pork tripe 250g,Khay,Fresh Meat,6817190008501df0f1637f2a,95000,100000,5,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-heo/thit-ba-roi-heo-rung-lai-250g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8781/310966/bhx/310966_202504251109405547.jpg,,2025-05-06T19:05:50.023105
334239,Thịt vụn bò vỉ 250g,Beef crumbs 250g,Vỉ,Fresh Meat,6817190008501df0f1637f2a,41000,41000,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-bo/thit-vun-bo-vi-250g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8139/334239/bhx/thit-vun-bo-vi-250g_202504161006568482.jpg,Ưu đãi khi mua kèm,2025-05-06T19:05:50.470450
309116,Thịt vụn bò,Beef Jerky,Kg,Fresh Meat,6817190008501df0f1637f2a,47700,47700,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-bo/thit-vun-bo,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8139/309116/bhx/httpscdnv2tgddvnbhx-staticbhxproductsimages8139309116bhxthit-vun-bo202504161006422593-1_202504161040346690.jpg,Ưu đãi khi mua kèm,2025-05-06T19:05:50.737856
334919,Ba chỉ bò Mỹ Kiwifood khay 300g,Three point beef American Kiwifood tray 300g,Khay,Fresh Meat,6817190008501df0f1637f2a,98000,130000,25,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-bo/ba-chi-bo-my-khay-300g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8139/334919/bhx/334919_202504291338406924.jpg,,2025-05-06T19:05:51.303701
325687,Thịt bò xay PTV 200g,Ground beef PTV 200g,Khay,Fresh Meat,6817190008501df0f1637f2a,49000,49000,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-bo/thit-bo-xay-ptv-200g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8139/325687/bhx/thit-bo-xay-ptv-200g_202504121243030854.jpg,Ưu đãi khi mua kèm,2025-05-06T19:05:51.651665
325684,Thịt bò xào PTV 200g,PTV Sauteed Beef 200g,Khay,Fresh Meat,6817190008501df0f1637f2a,59000,59000,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-bo/thit-bo-xao-ptv-200g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8139/325684/bhx/thit-bo-xao-ptv-200g_202504121337162311.jpg,Ưu đãi khi mua kèm,2025-05-06T19:05:52.081862
334940,Lõi vai bò cắt miếng Kiwifood khay 300g,Beef shoulder core sliced Kiwifood tray 300g,Khay,Fresh Meat,6817190008501df0f1637f2a,129000,149000,13,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-bo/loi-vai-bo-cat-mieng-khay-300g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8139/334940/bhx/334940_202504291338585273.jpg,,2025-05-06T19:05:52.722065
334921,Lõi vai bò cuộn Kiwifood khay 300g,Beef shoulder core roll Kiwifood tray 300g,Khay,Fresh Meat,6817190008501df0f1637f2a,139000,159000,13,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-bo/loi-vai-bo-cuon-khay-300g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8139/334921/bhx/334921_202504291347172049.jpg,,2025-05-06T19:05:53.319306
334920,Gầu bò Mỹ Kiwifood khay 300g,American beef kiwifood tray 300g,Khay,Fresh Meat,6817190008501df0f1637f2a,129000,140000,8,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-bo/gau-bo-my-khay-300g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8139/334920/bhx/334920_202504291338491302.jpg,,2025-05-06T19:05:53.791075
334685,Beefsteak bò Úc khay 200g,Australian Beefsteak Tray 200g,Khay,Fresh Meat,6817190008501df0f1637f2a,129000,129000,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-bo/beefsteak-bo-uc-khay-200g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8139/334685/bhx/untitled-1_202504291318399264.jpg,,2025-05-06T19:05:54.234663
334678,Bắp bò Úc Ace Foods khay 300g,Australian corn Ace Foods tray 300g,Khay,Fresh Meat,6817190008501df0f1637f2a,87000,99000,12,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-bo/bap-bo-uc-khay-300g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8139/334678/bhx/334678_202504291337524552.jpg,,2025-05-06T19:05:54.747112
334319,Sườn bò Tây Ban Nha Ace Foods khay 200g,Spanish Beef Ribs Ace Foods Tray 200g,Khay,Fresh Meat,6817190008501df0f1637f2a,62000,69000,10,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-bo/suon-bo-tay-ban-nha-khay-200g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8139/334319/bhx/334319_202504291337092722.jpg,,2025-05-06T19:05:55.319976
334318,Lõi vai bò Canada Ace Foods khay 200g,Beef shoulder core Canada Ace Foods tray 200g,Khay,Fresh Meat,6817190008501df0f1637f2a,71500,75000,5,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-bo/loi-vai-bo-canada-khay-200g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8139/334318/bhx/334318_202504291329017989.jpg,,2025-05-06T19:05:55.927667
234105,Ức gà phi lê có da 500g,Chicken breast fillet with skin 500g,Túi,Fresh Meat,6817190008501df0f1637f2a,49500,50000,1,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-ga/uc-ga-phi-le-co-da-tui-500g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8790/234105/bhx/uc-ga-phi-le-co-da-tui-500g_202504121710454323.jpg,Ưu đãi khi mua kèm,2025-05-06T19:05:56.397312
222942,Ức gà phi lê có da C.P,Chicken fillet with skin C.P,Kg,Fresh Meat,6817190008501df0f1637f2a,49500,49500,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-ga/uc-ga-phi-le-co-da-tui-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8790/222942/bhx/uc-ga-phi-le-co-da-tui-1kg_202504121718389083.jpg,Ưu đãi khi mua kèm,2025-05-06T19:05:56.842430
222888,Ức gà có xương C.P,Chicken breast with bones C.P,Kg,Fresh Meat,6817190008501df0f1637f2a,28050,28050,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-ga/uc-ga-co-xuong-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8790/222888/bhx/uc-ga-co-xuong-1kg_202504121719362292.jpg,Ưu đãi khi mua kèm,2025-05-06T19:05:57.271068
232936,Ức gà có xương C.P 500g,Chicken breast with bones C.P 500g,Túi,Fresh Meat,6817190008501df0f1637f2a,48000,48000,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-ga/uc-ga-co-xuong-tui-500g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8790/232936/bhx/uc-ga-co-xuong-tui-500g_202504121720018065.jpg,Ưu đãi khi mua kèm,2025-05-06T19:05:57.743475
226888,Má đùi gà cắt sẵn C.P,Pre-cut chicken thigh cheek C.P,Kg,Fresh Meat,6817190008501df0f1637f2a,26700,26850,1,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-ga/ma-dui-ga-cat-san-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8790/226888/bhx/ma-dui-ga-cat-san-1kg_202504121721043296.jpg,Ưu đãi khi mua kèm,2025-05-06T19:05:58.266469
232930,Má đùi gà cắt sẵn C.P 500g,Pre-cut chicken thigh cheek C.P 500g,Túi,Fresh Meat,6817190008501df0f1637f2a,44500,46000,3,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-ga/ma-dui-ga-cat-san-tui-500g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8790/232930/bhx/ma-dui-ga-cat-san-tui-500g_202504121721171904.jpg,Ưu đãi khi mua kèm,2025-05-06T19:05:58.866908
233801,Đùi tỏi gà C.P,Chicken Garlic C.P,Kg,Fresh Meat,6817190008501df0f1637f2a,34500,34500,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-ga/dui-toi-ga-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8790/233801/bhx/dui-toi-ga-1kg_202504121620003337.jpg,Ưu đãi khi mua kèm,2025-05-06T19:05:59.249811
226882,Đùi tỏi gà C.P 500g,Chicken Garlic Paste C.P 500g,Túi,Fresh Meat,6817190008501df0f1637f2a,46000,58000,21,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-ga/dui-toi-ga-tui-500g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8790/226882/bhx/dui-toi-ga-tui-500g_202504121620514675.jpg,Ưu đãi khi mua kèm,2025-05-06T19:05:59.715039
226949,Đùi gà góc tư C.P 500g,Chicken thigh corner C.P 500g,Túi,Fresh Meat,6817190008501df0f1637f2a,45000,50000,10,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-ga/dui-ga-goc-tu-tui-500g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8790/226949/bhx/dui-ga-goc-tu-tui-500g_202504121622022029.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:00.168438
226946,Đùi gà góc tư C.P,Chicken thigh quadrant C.P,Kg,Fresh Meat,6817190008501df0f1637f2a,26700,28950,8,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-ga/dui-ga-goc-tu-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8790/226946/bhx/dui-ga-goc-tu-1kg_202504121623028336.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:00.574809
226874,Cánh gà C.P,Chicken Wings C.P,Kg,Fresh Meat,6817190008501df0f1637f2a,35100,35100,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-ga/canh-ga-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8790/226874/bhx/canh-ga-1kg_202504121623514676.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:00.932834
332832,Cánh gà 500g,Chicken Wings 500g,Túi,Fresh Meat,6817190008501df0f1637f2a,48000,60000,20,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-ga/canh-ga-500g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8790/332832/bhx/canh-ga-500g_202504121624593536.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:01.197906
321153,Dê xối sả 250g,Lemongrass Goat 250g,Khay,Fresh Meat,6817190008501df0f1637f2a,134000,149000,10,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-so-che/2-ong-de-nuong-ong-tre-100g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/12718/321153/bhx/321153_202504251124425032.jpg,,2025-05-06T19:06:01.648642
317707,Chả trứng hộp 150g,Egg bowl 150g,Hộp,Fresh Meat,6817190008501df0f1637f2a,24600,24600,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-so-che/cha-trung-150g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/12718/317707/bhx/cha-trung-150g_202504141430066016.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:01.910291
315094,Chân gà rút xương xốt Thái 450g vị cay nồng,Thai boneless chicken leg 450g spicy taste,Hộp,Fresh Meat,6817190008501df0f1637f2a,77000,85000,9,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-so-che/chan-ga-rut-xuong-xot-thai-vi-cay-nong-450g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/12718/315094/bhx/315094_202504251302203554.jpg,,2025-05-06T19:06:02.385794
315091,Chân gà rút xương xốt Thái 300g vị cay nồng,Thai boneless chicken legs 300g spicy,Hộp,Fresh Meat,6817190008501df0f1637f2a,62000,69000,10,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-so-che/chan-ga-rut-xuong-xot-thai-vi-cay-nong-300g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/12718/315091/bhx/315091_202504251302271178.jpg,,2025-05-06T19:06:02.894156
315089,Chân gà rút xương xốt Thái 250g vị cay nồng,Thai boneless chicken leg 250g spicy taste,Hộp,Fresh Meat,6817190008501df0f1637f2a,53000,59000,10,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-so-che/chan-ga-rut-xuong-xot-thai-vi-cay-nong-250g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/12718/315089/bhx/315089_202504251302481953.jpg,,2025-05-06T19:06:03.403029
314998,Chân gà rút xương sả tắc hộp 450g,Chicken legs drawn lemongrass bone occlusion box 450g,Hộp,Fresh Meat,6817190008501df0f1637f2a,71000,79000,10,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-so-che/chan-ga-rut-xuong-sa-tac-hop-450g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/12718/314998/bhx/314998_202504251302343010.jpg,,2025-05-06T19:06:04.151696
314980,Chân gà rút xương sả tắc hộp 300g,Chicken legs drawn lemongrass bone occlusion box 300g,Hộp,Fresh Meat,6817190008501df0f1637f2a,59000,65000,9,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-so-che/chan-ga-rut-xuong-sa-tac-hop-300g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/12718/314980/bhx/314980_202504251303366744.jpg,,2025-05-06T19:06:04.850096
314979,Chân gà rút xương sả tắc 250g,Lemongrass bone embolism chicken leg 250g,Hộp,Fresh Meat,6817190008501df0f1637f2a,52000,58000,10,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-so-che/chan-ga-rut-xuong-sa-tac-250g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/12718/314979/bhx/314979_202504251302117283.jpg,,2025-05-06T19:06:05.419390
311024,Thỏ nướng ống tre 100g,Bamboo Tube Baked Rabbit 100g,Ống,Fresh Meat,6817190008501df0f1637f2a,44000,49000,10,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-so-che/tho-nuong-ong-tre-100g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/12718/311024/bhx/311024_202504251124272786.jpg,,2025-05-06T19:06:05.864217
311022,Heo rừng nướng ống tre 100g,Boar grilled bamboo tube 100g,Ống,Fresh Meat,6817190008501df0f1637f2a,44000,49000,10,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-so-che/heo-rung-nuong-ong-tre-100g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/12718/311022/bhx/311022_202504251124194729.jpg,,2025-05-06T19:06:06.397432
311014,Dê nướng ống tre 100g,Grilled Goat Bamboo Tube 100g,Ống,Fresh Meat,6817190008501df0f1637f2a,44000,49000,10,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-so-che/de-nuong-ong-tre-100g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/12718/311014/bhx/311014_202504251108465322.jpg,,2025-05-06T19:06:06.845589
311011,Cơm lam ống tre 100g,Bamboo tube rice 100g,Ống,Fresh Meat,6817190008501df0f1637f2a,18000,20000,10,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-so-che/com-lam-ong-tre-100g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/12718/311011/bhx/311011_202504251110170344.jpg,,2025-05-06T19:06:07.158837
336939,Tôm thẻ Minh Phú 250g,Minh Phu Shrimp 250g,Khay,Seafood & Fish Balls,6817190008501df0f1637f2a,62500,62500,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/ca-tom-muc-ech/tom-the-minh-phu-250g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8782/336939/bhx/tom-the-minh-phu-250g_202504132224308669.jpg,,2025-05-06T19:06:07.612153
332869,Cá chim nước ngọt làm sạch 450g,Freshwater Bird Fish Cleaning 450g,Túi 450gr,Seafood & Fish Balls,6817190008501df0f1637f2a,36000,36000,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/ca-tom-muc-ech/ca-chim-nuoc-ngot-lam-sach-450g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8782/332869/bhx/ca-chim-nuoc-ngot-lam-sach-450g_202504121534021764.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:08.060549
313906,Cá chim nước ngọt làm sạch,Freshwater Fish Bird Cleaning,Kg,Seafood & Fish Balls,6817190008501df0f1637f2a,46200,46200,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/ca-tom-muc-ech/ca-chim-nuoc-ngot-lam-sach,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8782/313906/bhx/ca-chim-nuoc-ngot-lam-sach_202504121534187292.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:08.403091
309438,Cá basa cắt khúc 500g,Basa fish cut pieces 500g,Vỉ,Seafood & Fish Balls,6817190008501df0f1637f2a,38000,38000,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/ca-tom-muc-ech/ca-basa-khuc,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8782/309438/bhx/ca-basa-khuc_202504121554395632.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:08.710603
308046,Cá basa cắt khúc,Cut Basa Fish,Kg,Seafood & Fish Balls,6817190008501df0f1637f2a,41000,41000,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/ca-tom-muc-ech/ca-basa-cat-khuc,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8782/308046/bhx/ca-basa-cat-khuc_202504121554594870.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:08.942235
238853,Cá vồ đém,Punkfish,Kg,Seafood & Fish Balls,6817190008501df0f1637f2a,45000,45000,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/ca-tom-muc-ech/ca-bi-tui-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8782/238853/bhx/ca-bi-tui-1kg_202504121846173744.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:09.168494
233745,Cá cơm,Anchovies,Kg,Seafood & Fish Balls,6817190008501df0f1637f2a,58000,58000,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/ca-tom-muc-ech/ca-com-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8782/233745/bhx/ca-com-1kg_202504121559549543.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:09.409750
314530,Cá mó làm sạch,Parrotfish Cleaning,Kg,Seafood & Fish Balls,6817190008501df0f1637f2a,31800,31800,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/ca-tom-muc-ech/ca-mo-lam-sach,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8782/314530/bhx/ca-mo-lam-sach_202504121848412536.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:09.693249
233742,Nhộng tằm,Silkworms,Kg,Seafood & Fish Balls,6817190008501df0f1637f2a,57000,57000,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/ca-tom-muc-ech/nhong-tam-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8782/233742/bhx/nhong-tam-1kg_202504132157152797.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:09.881251
233748,Lươn làm sạch,Tongue Cleaning,Kg,Seafood & Fish Balls,6817190008501df0f1637f2a,67500,67500,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/ca-tom-muc-ech/luon-lam-sach-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8782/233748/bhx/luon-lam-sach-1kg_202504121602154357.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:10.117127
333918,Lươn làm sạch 500g,Cleaning eel 500g,Túi 500gr,Seafood & Fish Balls,6817190008501df0f1637f2a,98000,122000,20,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/ca-tom-muc-ech/luon-lam-sach-tui-500g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8782/333918/bhx/luon-lam-sach-tui-500g_202504121602209290.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:10.392097
222961,Cá lóc làm sạch 500g,Cleaned snakehead fish 500g,Túi 500gr,Seafood & Fish Balls,6817190008501df0f1637f2a,51000,51000,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/ca-tom-muc-ech/ca-loc-song-tui-500g,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8782/222961/bhx/ca-loc-song-tui-500g_202504121854230531.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:10.823039
228775,Trứng gà tươi hộp 10 quả,Fresh chicken eggs box 10 pcs,Hộp,Fresh Meat,6817190008501df0f1637f2a,27000,27000,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/trung/hop-10-trung-ga-tuoi-tfood,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8783/228775/bhx/hop-10-trung-ga-tuoi-tfood_202504121725147455.jpg,Ưu đãi khi mua kèm,2025-05-06T19:06:11.245464
226834,Ba rọi heo C.P,Ba rọi pig C.P,Kg,Fresh Meat,6817190008501df0f1637f2a,57600.0,57600.0,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-heo/ba-roi-heo-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8781/226834/bhx/ba-roi-heo-1kg_202504141045001213.jpg,Ưu đãi khi mua kèm,2025-05-06T19:07:25.167229
233782,Thịt heo xay C.P,Ground pork C.P.,Kg,Fresh Meat,6817190008501df0f1637f2a,42900.0,42900.0,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-heo/nac-heo-xay-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8781/233782/bhx/nac-heo-xay-1kg_202504141056176616.jpg,Ưu đãi khi mua kèm,2025-05-06T19:07:25.514237
233783,Chân giò heo C.P,Pork legs C.P,Kg,Fresh Meat,6817190008501df0f1637f2a,37200.0,37200.0,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-heo/chan-gio-heo-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8781/233783/bhx/chan-gio-heo-1kg_202504121355029934.jpg,Ưu đãi khi mua kèm,2025-05-06T19:07:25.858180
226937,Sườn cốt lết C.P,Rib cutlet C.P,Kg,Fresh Meat,6817190008501df0f1637f2a,43500.0,43500.0,0,2025-05-07,2025-05-07,https://www.bachhoaxanh.com/thit-heo/suon-cot-let-1kg,https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/8781/226937/bhx/suon-cot-let-1kg_202504121356497667.jpg,Ưu đãi khi mua kèm,2025-05-06T19:07:26.214396
